"","GeneID","Chr","Start","End","Strand","Length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1498","SDR family oxidoreductase_13","CP080275",1162563,1163216,"-",654,1251.91163673598,0.434032662706543,0.126751408991786,3.42428274493319,0.000616424499124432,0.00244647477926932
"1499","hypothetical protein_215","CP080275",1163330,1163599,"-",270,139.957812065704,0.611224988100682,0.272654069134387,2.2417600076213,0.0249768872366986,0.0615237132062679
"1500","DUF2199 domain-containing protein","CP080275",1163833,1164321,"-",489,146.932920316764,-0.00518395951609824,0.187377553763799,-0.027665851175712,0.977928660086105,0.986454854480515
"1501","hypothetical protein_216","CP080275",1164268,1164474,"+",207,18.1534581682265,-0.200313282416507,0.473099767599229,-0.423406004684822,0.671999064598438,0.780721385351992
"1502","amidophosphoribosyltransferase","CP080275",1164499,1165965,"-",1467,4879.33319961523,0.451837778086353,0.139194921501556,3.24607947770065,0.00117006169110254,0.00432040187294924
"1503","Hint domain-containing protein_4","CP080275",1166217,1166921,"-",705,1583.42013972138,-0.921811632474337,0.0977936556064374,-9.42608829538077,4.25668090354952e-21,1.02860808162988e-19
"1504","CvpA family protein","CP080275",1167475,1168029,"-",555,3036.72979323077,0.209857415822039,0.142035216168864,1.47750270307993,0.139540934246859,0.249189563589573
"1505","DNA repair protein RadA","CP080275",1168070,1169434,"-",1365,682.425212920764,0.565669716820408,0.105174140255593,5.3784106572749,7.51462567330537e-08,5.87927065997539e-07
"1506","paraquat-inducible protein A","CP080275",1169612,1170058,"-",447,17.0576348146073,-0.260676567226132,0.473455421243568,-0.550583128906718,0.58191947677993,0.711829698909555
"1507","ATP-binding cassette domain-containing protein_12","CP080275",1170695,1171441,"-",747,632.535534577117,0.0512978674749816,0.123334633542126,0.415924270431796,0.677465419033863,0.784831669010921
"1508","ABC transporter permease_17","CP080275",1171438,1172238,"-",801,601.067353498941,0.154267662810989,0.0995799269768525,1.54918433357406,0.12133741441718,0.223153298769168
"1509","alanine racemase","CP080275",1172235,1173272,"-",1038,1235.21068715717,-0.186660281218616,0.146862767554284,-1.27098436402284,0.203734211265594,0.332559734336057
"1510","replicative DNA helicase_2","CP080275",1173536,1175056,"-",1521,1960.06482331933,0.145785749318533,0.139870330178409,1.04229216541191,0.297276243579061,0.440948212115328
"1511","orotate phosphoribosyltransferase","CP080275",1175360,1176040,"-",681,1532.7262362729,0.259659993100214,0.151037639921951,1.71917406306397,0.0855826820829555,0.170718223716157
"1512","dihydroorotase_2","CP080275",1176113,1177153,"-",1041,956.674133362802,0.0593780956150025,0.190905790655037,0.311033496738176,0.755775156986542,0.844672470691516
"1513","phosphoadenosine phosphosulfate reductase","CP080275",1177256,1178215,"-",960,1248.00778364818,-0.147598674283429,0.154817360752257,-0.953372887680344,0.340401173361697,0.486943304569111
"1514","glycosyltransferase family 2 protein_8","CP080275",1178431,1179498,"-",1068,660.588927845195,-0.352538621086375,0.101873679203891,-3.46054666761175,0.000539079785939275,0.00218493272050547
"1515","MoxR family ATPase_2","CP080275",1179807,1180718,"+",912,309.419695419625,1.06885663547088,0.191766593399745,5.57373740922021,2.49331472434855e-08,2.06496217300711e-07
"1516","VWA domain-containing protein_3","CP080275",1180734,1181999,"+",1266,193.432080345347,1.00178855482846,0.191367773544646,5.23488639843917,1.65086368032302e-07,1.23588186891633e-06
"1517","OmpA family protein_4","CP080275",1182123,1183982,"+",1860,1894.00482027804,-0.344671081447826,0.224502994210347,-1.53526273740869,0.124719303242569,0.228269592576478
"1518","ribosome small subunit-dependent GTPase A","CP080275",1184073,1185164,"-",1092,919.159704762917,-0.239262123748442,0.115653200704536,-2.06878946964638,0.0385658470176589,0.0885947075291346
"1519","VWA domain-containing protein_4","CP080275",1185417,1186601,"-",1185,897.665973132756,-0.0991412095188061,0.155475089183378,-0.637666201315841,0.523690991452831,0.662752883012624
"1520","hypothetical protein_217","CP080275",1186655,1186822,"-",168,285.291881488396,0.382341544029763,0.165372113349711,2.31200736499768,0.020777277447477,0.0530974868102191
"1521","DUF2927 domain-containing protein_1","CP080275",1186918,1188366,"-",1449,748.283838093901,-0.660786495841905,0.159714271311256,-4.13730401433035,3.51410377418419e-05,0.000181064078405334
"1522","hypothetical protein_218","CP080275",1188562,1188939,"+",378,400.035490192389,-0.460526496258296,0.108210669145007,-4.25583262627432,2.08272473483574e-05,0.000111059260301716
"1523","transcriptional regulator","CP080275",1188941,1189291,"+",351,455.01614385902,-0.177437245572183,0.142964434444933,-1.24112858041298,0.214558253001929,0.344194710067801
"1524","DUF998 domain-containing protein_2","CP080275",1189288,1189920,"-",633,231.479098581342,0.256310493150515,0.238020217644452,1.07684336938715,0.281550246339974,0.422994849846387
"1525","MoxR family ATPase_3","CP080275",1190057,1190896,"-",840,537.934655433866,0.171751479913979,0.214807307287684,0.799560695037056,0.423965367763338,0.574210632891247
"1526","RNA polymerase-binding protein DksA","CP080275",1191066,1191512,"+",447,2572.88023592992,-0.0308347295037693,0.318280429257931,-0.0968791250397028,0.922822386621128,0.956129137617223
"1527","FAD-dependent monooxygenase_1","CP080275",1191632,1192858,"+",1227,1388.32835062546,-0.111389885390535,0.117131301365289,-0.950983077044038,0.341612966628587,0.488128108752973
"1528","exodeoxyribonuclease III_1","CP080275",1193111,1193917,"-",807,1095.51219836714,0.423728660121459,0.096423164485755,4.39446954869499,1.1104356728695e-05,6.18023819098504e-05
"1529","hypothetical protein_219","CP080275",1194305,1194541,"+",237,3838.68816067718,-1.06652320132871,0.245245887378529,-4.34879138129061,1.36889852236176e-05,7.48775724695872e-05
"1530","hypothetical protein_220","CP080275",1194612,1195868,"+",1257,3263.03567032866,-1.53427557660432,0.171938974797682,-8.92337283277207,4.52299001127705e-19,9.48833838629439e-18
"1531","iron-sulfur cluster assembly accessory protein_1","CP080275",1195923,1196246,"-",324,1365.98766682139,0.45096664725062,0.217660916745632,2.07187700021331,0.038276913395115,0.0880369008087646
"1532","deoxyguanosinetriphosphate triphosphohydrolase","CP080275",1196370,1197530,"+",1161,1370.2648177375,-0.543025437484111,0.0908421865890289,-5.97767907041653,2.26339070449667e-09,2.10258533084387e-08
"1533","hypothetical protein_221","CP080275",1197643,1197972,"+",330,91.8904700101806,-0.606083755938449,0.240016243572887,-2.52517807510138,0.0115639675986549,0.0320993935200136
"1534","arginine--tRNA ligase","CP080275",1198178,1199923,"+",1746,2855.20985418345,0.228381197826736,0.11470440227763,1.99104126164192,0.0464763511811956,0.103166691168491
"1535","SPOR domain-containing protein_2","CP080275",1200016,1201398,"+",1383,3634.76052520344,-0.375349075658257,0.142278711178968,-2.63812535654836,0.00833657586478974,0.0242151855640341
"1536","beta-N-acetylhexosaminidase","CP080275",1201562,1202566,"+",1005,574.697984041469,0.142545718266994,0.115129462980219,1.23813413679768,0.215666328071523,0.345246977181164
"1537","segregation/condensation protein A","CP080275",1202559,1203350,"+",792,341.733901595812,-0.275113520087905,0.166700182008725,-1.65034924840998,0.0988715249218127,0.191328678231871
"1538","SMC-Scp complex subunit ScpB","CP080275",1203350,1204012,"+",663,489.32087296666,-0.107039473575941,0.165397689245514,-0.647164262476807,0.5175256380186,0.657760614499006
"1539","hypothetical protein_222","CP080275",1204094,1204300,"+",207,95.0220823153703,-0.049986657539504,0.280481062040137,-0.178217585087263,0.85855209989282,0.909531608598998
"1540","2'-deoxycytidine 5'-triphosphate deaminase","CP080275",1204307,1205425,"-",1119,327.080995379944,0.129179467141044,0.223806511339418,0.577192622180392,0.563809340450374,0.69461892928026
"1541","MerR family transcriptional regulator_3","CP080275",1205688,1209092,"-",3405,4429.82412437386,-0.537600376675455,0.138609369582505,-3.87852840175755,0.000105090258912843,0.000495963669381008
"1542","integration host factor subunit alpha","CP080275",1209122,1209424,"-",303,1315.89556039249,-0.368847906237414,0.16407840245876,-2.24799791264496,0.0245763230198424,0.0608116664223967
"1543","ketoacyl-ACP synthase III","CP080275",1209544,1210515,"-",972,1535.08226731813,0.443989026506487,0.114922821468948,3.86336691730502,0.000111834832471903,0.000523908454451199
"1544","phosphate acyltransferase PlsX","CP080275",1210531,1211655,"-",1125,4478.33364639361,-0.374624937937369,0.139375776719704,-2.68787695218209,0.00719078891165538,0.0213819564366824
"1545","50S ribosomal protein L32","CP080275",1211695,1211901,"-",207,14130.9239573671,-0.00441442688122835,0.21559579434151,-0.0204754777091605,0.983664073928504,0.989104407231769
"1546","DUF177 domain-containing protein","CP080275",1212121,1212666,"-",546,2569.86789497757,-0.199722711764464,0.269892810067369,-0.740007530080593,0.459295425250796,0.607972049893044
"1547","outer membrane protein assembly factor BamE","CP080275",1212754,1213221,"+",468,966.519374076767,0.315210496523635,0.177020083862209,1.78064821598995,0.0749699377365249,0.152985153542518
"1548","GNAT family N-acetyltransferase_9","CP080275",1213378,1214196,"+",819,62.5165124111881,-0.307054854660473,0.386491363690612,-0.794467570318781,0.426923280979101,0.576988703284322
"1549","ATP-binding cassette domain-containing protein_13","CP080275",1214262,1216049,"+",1788,709.097438513355,0.161595075915771,0.192926841367568,0.837597686098519,0.402256692838199,0.551856289348273
"1550","sugar O-acetyltransferase","CP080275",1216217,1216771,"-",555,62.3419754481346,-0.0888110787618603,0.249834468950002,-0.355479686750645,0.722230260130366,0.819701288102775
"1551","GFA family protein_1","CP080275",1216768,1217262,"-",495,76.3274019863344,-0.488648079228041,0.221997906894507,-2.20113822721871,0.0277262397766703,0.0675119792521221
"1552","SDR family NAD(P)-dependent oxidoreductase_3","CP080275",1217431,1218186,"-",756,1505.26301689332,1.91286420678106,0.203781597834682,9.38683486196271,6.1830351459128e-21,1.47542676169344e-19
"1553","GNAT family N-acetyltransferase_10","CP080275",1218259,1219203,"-",945,788.218658406093,-1.01139413052021,0.181980475147738,-5.55770683475314,2.73341983309814e-08,2.25403821226106e-07
"1554","hypothetical protein_223","CP080275",1219249,1219386,"+",138,2.20875813426772,-2.19877719484993,1.52129291587321,-1.44533453873862,0.148363940861639,0.260558199728491
"1555","tyrosine--tRNA ligase","CP080275",1219482,1220738,"-",1257,2537.98528825384,0.32372838046086,0.107063618251106,3.02370110172806,0.00249703008621242,0.00852742474880054
"1556","anhydro-N-acetylmuramic acid kinase","CP080275",1220892,1222058,"+",1167,294.710837805404,-0.219776852503184,0.194912093317821,-1.1275690941599,0.259501945089898,0.398382961943398
"1557","cupin domain-containing protein_2","CP080275",1222118,1222549,"-",432,36.5370962112682,-0.179461523154336,0.386566119441674,-0.464245349317048,0.642471973808018,0.758169964430622
"1558","YdiU family protein","CP080275",1222628,1224067,"+",1440,480.003651852162,0.324090253360587,0.191469392018842,1.69264784278781,0.0905225186383743,0.178704744654247
"1559","DMT family transporter_7","CP080275",1224092,1225003,"-",912,308.63353911258,-0.00625783504230013,0.133224774890924,-0.0469720068765262,0.962535538170159,0.978406941468306
"1560","endonuclease/exonuclease/phosphatase family protein_2","CP080275",1225163,1225888,"+",726,178.28210113867,0.0709243077019124,0.226360271868309,0.313324891848401,0.754033840592066,0.843757679771544
"1561","DEAD/DEAH box helicase_3","CP080275",1226045,1227376,"-",1332,3354.15991328587,-0.114529191159889,0.185103398131887,-0.618730894817429,0.536093653660638,0.674135247995822
"1562","transcriptional repressor_4","CP080275",1227755,1228168,"+",414,61.8729199431288,0.580834447564699,0.339016291933713,1.71329361268062,0.0866585368868988,0.172324111371969
"1563","DMT family transporter_8","CP080275",1228409,1229305,"+",897,461.294805576775,-1.15343647620287,0.232622916275646,-4.95839573619699,7.10776669837118e-07,4.86063869070002e-06
"1564","phosphopyruvate hydratase","CP080275",1229480,1230754,"+",1275,1717.602313848,-0.215066822284143,0.256464022444984,-0.838584766135293,0.401702362209892,0.551293896088199
"1565","hypothetical protein_224","CP080275",1230819,1231334,"+",516,335.802577436059,-0.114782559757759,0.233086416416146,-0.492446370417525,0.622403825473126,0.742141725689068
"1566","hypothetical protein_225","CP080275",1231586,1231843,"+",258,385.913635282718,1.67518891537936,0.258525522453072,6.4797815685043,9.18554994506618e-11,1.00488337221383e-09
"1567","glycine zipper 2TM domain-containing protein","CP080275",1232050,1232325,"-",276,310.510699100045,-0.00892846846814333,0.226824604200142,-0.0393628746741476,0.968601078673987,0.981193663671341
"1568","GNAT family N-acetyltransferase_11","CP080275",1233029,1233478,"-",450,439.538801764922,0.0115766237338521,0.167723034388529,0.0690222650458072,0.944971896817351,0.967525530181992
"1569","GrpB family protein","CP080275",1233475,1234002,"-",528,466.103715789001,-0.121193402437521,0.14482678256543,-0.836816231713,0.402695872101346,0.551882107512104
"1570","nucleoside hydrolase_2","CP080275",1233999,1234940,"-",942,826.307111494062,-0.130052400334427,0.0992313807662501,-1.31059750786679,0.189993781649636,0.315664168119368
"1571","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme_3","CP080275",1235109,1236329,"-",1221,1261.89938640326,-1.04650180942476,0.126567714698583,-8.26831559625594,1.35864847074617e-16,2.34720355715334e-15
"1572","FAD-binding oxidoreductase_4","CP080275",1236500,1237810,"-",1311,1498.94527993439,1.04166661870824,0.12580541351821,8.27998247116332,1.23193413637239e-16,2.14772809710948e-15
"1573","glutamine synthetase family protein_2","CP080275",1237925,1239283,"-",1359,3544.60212494954,0.957796285133868,0.114477860646449,8.36665080676083,5.92790377241496e-17,1.07264154516968e-15
"1574","type 1 glutamine amidotransferase_1","CP080275",1239283,1239963,"-",681,1697.13321211473,0.640052049014592,0.129090747472396,4.95815588294936,7.11654538528368e-07,4.86063869070002e-06
"1575","glutamine synthetase family protein_3","CP080275",1240057,1241376,"-",1320,2032.34861229863,0.532652824898553,0.189576256221481,2.80970220382587,0.00495873589738705,0.0155311350748349
"1576","ABC transporter permease subunit_3","CP080275",1241537,1243221,"-",1685,2108.75482190704,-0.0870218906211966,0.169900353336089,-0.51219370008639,0.60851545177297,0.732443882367339
"1577","transporter substrate-binding domain-containing protein_5","CP080275",1243335,1244045,"-",711,9279.72127128928,-0.0148153169717627,0.150704106712841,-0.0983073208482139,0.921688265146654,0.955213299763823
"1578","amino acid ABC transporter ATP-binding protein_2","CP080275",1244082,1244861,"-",780,2116.13301079786,-0.234664435789223,0.128008382213762,-1.83319585585696,0.0667734499671411,0.138705675720645
"1579","PhnD/SsuA/transferrin family substrate-binding protein_2","CP080275",1245131,1245916,"-",786,637.435893632236,-0.995490299670629,0.157381016844608,-6.32535180944685,2.52656276519489e-10,2.6213088688897e-09
"1580","TerB family tellurite resistance protein","CP080275",1245913,1246901,"-",989,2840.28736496134,-1.09091778635638,0.180152665842917,-6.05551841962529,1.39966156748234e-09,1.31299947534338e-08
"1581","DUF1330 domain-containing protein_1","CP080275",1246944,1247237,"-",294,997.43073056083,-0.880210852372694,0.208155966240295,-4.22861217130131,2.35137275319929e-05,0.000124515134143063
"1582","valine--tRNA ligase","CP080275",1247513,1250569,"-",3057,6279.9453947524,0.123078480280276,0.16030106675128,0.76779576564666,0.442608530557507,0.592732153514052
"1583","Lrp/AsnC family transcriptional regulator_9","CP080275",1251002,1251439,"-",438,145.402093454945,-0.70196320100072,0.254985772434744,-2.75295046581615,0.00590608316402651,0.0180974522634456
"1584","type III PLP-dependent enzyme_2","CP080275",1251550,1252701,"+",1152,3545.35646820026,0.235590786356604,0.200796365889829,1.17328212247559,0.240682689001292,0.376367132077198
"1585","xanthine dehydrogenase family protein molybdopterin-binding subunit_1","CP080275",1252824,1255121,"+",2298,190.22057355178,-0.689787407669732,0.300193979280451,-2.29780560330729,0.021572855719879,0.0545854006678581
"1586","DUF2235 domain-containing protein","CP080275",1255099,1256286,"+",1188,182.094248146939,-0.615835461402428,0.215333693511614,-2.85991221977164,0.00423758285314089,0.0135616859457602
"1587","SH3 domain-containing protein_1","CP080275",1256339,1256794,"-",456,266.194554829719,-0.597087157303702,0.314220030400512,-1.90021990814093,0.0574042667567034,0.122852853406443
"1588","GNAT family N-acetyltransferase_12","CP080275",1256895,1257434,"+",540,186.035748297343,-0.244651699008911,0.202961110887648,-1.20541170640489,0.228044404519908,0.360378119394457
"1589","PaaI family thioesterase_3","CP080275",1257487,1257942,"-",456,395.894163212505,-0.140028931802982,0.169737345528608,-0.824974205687585,0.409386235135454,0.559426143789249
"1590","methylenetetrahydrofolate reductase [NAD(P)H]","CP080275",1258120,1258989,"-",870,10011.7463098326,-0.607663072814351,0.185230354607194,-3.28058041082404,0.00103593730408291,0.00388146087045
"1591","LysR family transcriptional regulator_9","CP080275",1259086,1259991,"+",906,242.920838608193,0.378584624189865,0.184387116884561,2.05320540060771,0.0400526608672426,0.0912416820949477
"1592","inositol monophosphatase","CP080275",1260197,1260982,"+",786,3443.36224129967,-0.511748103411832,0.148059801303753,-3.45636086841661,0.00054752177834467,0.00221444719249995
"1593","GFA family protein_2","CP080275",1261076,1261492,"-",417,150.732015120165,-0.426008916449547,0.229042279814915,-1.85995754492924,0.0628915327754881,0.131886934313888
"1594","rhomboid family intramembrane serine protease_1","CP080275",1261533,1262321,"-",789,444.150263285069,-0.507212143015326,0.219765793901103,-2.30796674046361,0.0210009864366667,0.0535616340782855
"1595","bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA","CP080275",1262408,1265851,"-",3444,6452.87375282088,0.314144708948199,0.161069552281205,1.9503668104804,0.0511324147510088,0.111365407598033
"1596","Lrp/AsnC family transcriptional regulator_10","CP080275",1266020,1266493,"+",474,44.1544635826236,0.27045587428485,0.36054041193689,0.750140248722498,0.453170240916008,0.602229021864713
"1597","tetratricopeptide repeat protein_6","CP080275",1266563,1267195,"+",633,339.241220089345,-0.253014476878444,0.14928521685187,-1.69483946377289,0.0901058788778939,0.178066379687266
"1598","glycosyltransferase family 2 protein_9","CP080275",1267421,1268401,"+",981,668.493573721892,0.0246621074016557,0.248473261051332,0.0992545728957161,0.920936145824816,0.954952255502212
"1599","ATP-binding protein_7","CP080275",1268431,1270959,"-",2529,1318.04315185423,-1.12022041983865,0.140772426541631,-7.95766932032929,1.75310128160615e-15,2.83616131066623e-14
"1600","methyl-accepting chemotaxis protein_6","CP080275",1271416,1272789,"+",1374,616.357318444679,-0.323715603368641,0.170962187653865,-1.89349240209797,0.0582924176833771,0.124380302901347
"1601","hypothetical protein_226","CP080275",1273076,1273258,"+",183,403.29794318617,4.19094633593845,0.246374433928612,17.0104757588314,6.86778034884942e-65,9.71155013774336e-63
"1602","alpha/beta fold hydrolase_1","CP080275",1273288,1274046,"-",759,594.466796152527,2.62574564015073,0.210953346358127,12.4470442658592,1.45120558127591e-35,7.103465268348e-34
"1603","hypothetical protein_227","CP080275",1274191,1274556,"+",366,297.832773374652,0.220791234153378,0.146313509133126,1.50902835603845,0.131291536514364,0.237794633022694
"1604","TetR/AcrR family transcriptional regulator_9","CP080275",1274630,1275217,"+",588,20.7567012011733,0.560015044366136,0.367677270475446,1.52311575758267,0.127729747203684,0.232529680817995
"1605","PspA/IM30 family protein","CP080275",1275310,1275987,"+",678,2046.74113035733,1.05878384475321,0.289380472194425,3.65879506908069,0.000253403866832356,0.00112108454642634
"1606","hypothetical protein_228","CP080275",1276066,1276350,"+",285,1061.32578952628,1.53295867770247,0.248524696630173,6.16823478104329,6.90565578172822e-10,6.70885337777057e-09
"1607","serine hydroxymethyltransferase","CP080275",1276429,1277727,"-",1299,4497.12586363617,-0.283337554471647,0.176156271479677,-1.60844432100923,0.107737901379294,0.203736160211067
"1608","NAD kinase","CP080275",1277898,1278659,"+",762,545.253302250838,-0.339261418175351,0.12701931487427,-2.67094353729721,0.00756383687626989,0.0223692712576285
"1609","amidase family protein","CP080275",1279018,1280460,"-",1443,720.332571729276,0.0354858264436381,0.128969826126941,0.275148284752361,0.783202316742551,0.862245226448402
"1610","propionate-CoA ligase PrpE","CP080275",1280605,1282494,"-",1890,1231.96064498093,0.911272863893239,0.136171759551458,6.69208407745426,2.20014386810276e-11,2.56102112451718e-10
"1611","NADP-dependent malic enzyme_1","CP080275",1282807,1285095,"-",2289,2866.70974903057,0.0305116977735692,0.108922156022985,0.280123887440591,0.779382458533706,0.859943811882632
"1612","cupin domain-containing protein_3","CP080275",1285247,1286344,"+",1098,590.925725010719,0.251358961352737,0.141749339132196,1.77326372660065,0.0761850166932196,0.155133009991847
"1613","cytidine deaminase","CP080275",1286484,1286876,"+",393,162.451713553922,0.0584430734247329,0.204514252608137,0.28576528373655,0.775057899345971,0.85818445837207
"1614","thymidine phosphorylase","CP080275",1286880,1288190,"+",1311,224.015345301446,0.418641606913926,0.286119042126695,1.4631728241581,0.143420094929701,0.254096483731601
"1615","phosphopentomutase","CP080275",1288190,1289410,"+",1221,270.923315910533,-0.0855509444387411,0.116930398000992,-0.731639897762217,0.46438838939625,0.612870677744515
"1616","uracil phosphoribosyltransferase","CP080275",1289552,1290184,"+",633,3041.84837073497,-0.265308404846326,0.180885597078715,-1.46671934709579,0.142452417614726,0.252851385612749
"1617","SPOR domain-containing protein_3","CP080275",1290391,1291704,"+",1314,2332.65977423961,-0.539843304399794,0.147066680184581,-3.67073835978515,0.000241850811391684,0.00107245806956266
"1618","hypothetical protein_229","CP080275",1291793,1292803,"-",1011,504.672703406003,-0.310449715347042,0.139606568002686,-2.22374720465206,0.0261654573161121,0.064161667330068
"1619","AMP-binding protein_2","CP080275",1292917,1294545,"-",1629,496.539476079303,-0.793964341262898,0.125534188791529,-6.3246861186271,2.53747841912078e-10,2.62549935073256e-09
"1620","sulfotransferase family protein_2","CP080275",1294715,1295380,"+",666,128.800205123597,0.1376034361361,0.19713247543218,0.698025202770002,0.485161432856766,0.63047867619031
"1621","Hint domain-containing protein_5","CP080275",1295545,1296234,"+",690,1807.21567135245,-1.04735425441359,0.151832579582123,-6.89808641397089,5.27076835429949e-12,6.66350780685942e-11
"1622","3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein_2","CP080275",1296386,1298587,"-",2202,5975.13160869899,1.05402951546072,0.2796699785745,3.76883325422771,0.00016401240340665,0.000743181229904693
"1623","acetyl-CoA C-acetyltransferase_2","CP080275",1298611,1299822,"-",1212,4584.36012091659,1.01070828229679,0.277877475577434,3.63724436533232,0.000275570466373979,0.00120254985807052
"1624","glutathione binding-like protein","CP080275",1299833,1300471,"-",639,629.828060084368,1.42397146061655,0.187068930305797,7.61201477064536,2.69855711198483e-14,4.00898484574245e-13
"1625","acyl-CoA dehydrogenase family protein_3","CP080275",1300753,1301904,"-",1152,1830.08891322879,0.536991934241278,0.236236177760883,2.27311472498009,0.0230192673001084,0.0574053315165342
"1626","hypothetical protein_230","CP080275",1301971,1302183,"-",213,654.949311477554,0.717685616510703,0.209266598709002,3.42952779343773,0.000604632504624092,0.00240217159485409
"1627","acyl-CoA dehydrogenase C-terminal domain-containing protein","CP080275",1302320,1304101,"-",1782,9625.98803704654,0.417018666591498,0.273523727334486,1.52461605673257,0.127354890091069,0.232186613515742
"1628","MerR family DNA-binding transcriptional regulator_1","CP080275",1304182,1304583,"-",402,2532.70680566089,0.138169155144427,0.236839945828943,0.583386196364946,0.559633348091865,0.691225968363588
"1629","MerR family DNA-binding transcriptional regulator_2","CP080275",1304957,1305334,"-",378,1052.6065998849,0.224864918918575,0.146344209203674,1.5365481158576,0.124404006426669,0.227805513926629
"1630","PaaI family thioesterase_4","CP080275",1305451,1306436,"+",986,266.650944205325,-0.0662273727419326,0.207900075976914,-0.318553865027384,0.750064842463438,0.840794940847154
"1631","MATE family efflux transporter_2","CP080275",1306443,1307774,"+",1332,205.404937867507,0.290626409646347,0.180001054697526,1.61458170417232,0.106401310148471,0.201808346819107
"1632","arsenate reductase (glutaredoxin)","CP080275",1307809,1308150,"-",342,307.30801339279,0.407141829858598,0.21829517949466,1.86509766638506,0.0621677156204556,0.130630896113869
"1633","quinone-dependent dihydroorotate dehydrogenase","CP080275",1308147,1309205,"-",1059,896.392832978388,0.231564707447506,0.131326236946598,1.76327832755666,0.077853558709286,0.157522462719689
"1634","DUF952 domain-containing protein","CP080275",1309202,1309540,"-",339,503.699736246645,0.114472270917012,0.130999215535363,0.873839361931985,0.382205741117173,0.533355818561903
"1635","5'-nucleotidase/apyrase family protein","CP080275",1309693,1311270,"+",1578,2691.16496445111,-0.085224590160925,0.136164838479607,-0.62589278636488,0.531385266347418,0.670022769786803
"1636","DUF1992 domain-containing protein","CP080275",1311370,1311678,"+",309,93.5262997447877,0.411765301227262,0.204616252892091,2.01237827106733,0.0441800772352436,0.0992816567887935
"1637","MarR family transcriptional regulator_3","CP080275",1311781,1312272,"-",492,466.314980833697,0.959068107375936,0.17660657601308,5.43053451930865,5.61855097554866e-08,4.46735047573565e-07
"1638","tRNA 2-selenouridine(34) synthase MnmH","CP080275",1312439,1313500,"+",1062,619.352994135476,0.0330935939034962,0.138871774809781,0.2383032401568,0.811645908450628,0.881559588054786
"1639","selenide%2C water dikinase SelD","CP080275",1313537,1315696,"-",2160,877.266680040041,0.44046025843569,0.105696534351299,4.16721570994705,3.0834269165728e-05,0.000159952771297214
"1640","Na+/H+ antiporter subunit G","CP080275",1315786,1316166,"-",381,367.060440716987,0.843106308880073,0.167327230941114,5.03866767015812,4.68783642000797e-07,3.31447397251675e-06
"1641","K+/H+ antiporter subunit F","CP080275",1316176,1316445,"-",270,227.904119165472,0.250625156033168,0.242138838518319,1.03504732064785,0.300646812505888,0.444738291417079
"1642","Na+/H+ antiporter subunit E","CP080275",1316442,1316939,"-",498,510.856839144558,0.534725893351336,0.196190519283798,2.7255440033666,0.00641956188054934,0.0194214637558933
"1643","monovalent cation/H+ antiporter subunit D","CP080275",1316936,1318504,"-",1569,1052.25781368458,0.791998448822556,0.224525413737791,3.52743342340515,0.00041960927137395,0.00175400806945572
"1644","Na+/H+ antiporter subunit C","CP080275",1318501,1318854,"-",354,421.998462164525,0.974569220963708,0.180281607407517,5.40581612832387,6.45139534785698e-08,5.06819494611481e-07
"1645","monovalent cation/H+ antiporter subunit A","CP080275",1318857,1321718,"-",2862,3268.36991915011,0.782837085328659,0.116979446310433,6.69209087595792,2.2000416274055e-11,2.56102112451718e-10
"1646","rhodanese-like domain-containing protein_2","CP080275",1321983,1322546,"+",564,235.702106382639,0.265918449479135,0.178025696549479,1.49370823781739,0.135251894458479,0.2434661636221
"1647","polyhydroxybutyrate depolymerase_2","CP080275",1322546,1323418,"+",873,291.593443363602,0.0895029810793083,0.132450420739111,0.675747049951642,0.499201258124891,0.643836463492641
"1648","glucans biosynthesis glucosyltransferase MdoH","CP080275",1323525,1325435,"-",1911,1375.02701612172,0.636481100030856,0.143056336932025,4.44916397050825,8.62051865711943e-06,4.89778872513125e-05
"1649","glucan biosynthesis protein","CP080275",1325432,1326955,"-",1524,1289.79055865313,0.731275380517152,0.128787301249411,5.67816371197155,1.36148380182391e-08,1.1681225068233e-07
"1650","OpgC domain-containing protein","CP080275",1326952,1328223,"-",1272,826.5958639515,0.706353327564625,0.184887743521138,3.82044430913761,0.000133211482694545,0.000612772820394906
"1651","tetratricopeptide repeat protein_7","CP080275",1328247,1329611,"-",1365,2261.27684618604,0.784805321723293,0.131951577406017,5.94767669437127,2.71975111325473e-09,2.49017020393443e-08
"1652","CoA transferase_2","CP080275",1329985,1331205,"-",1221,1079.67439735085,0.307675695969561,0.145354175474076,2.1167310465356,0.034282680344654,0.0806974559530759
"1653","thiamine pyrophosphate-binding protein","CP080275",1331192,1332856,"-",1665,1137.86898114902,-0.193926634344091,0.118251010810884,-1.63995751929963,0.101013999936173,0.194685235616511
"1654","DUF302 domain-containing protein_2","CP080275",1332938,1333435,"-",498,19.318218424047,0.194836157644805,0.499815943475859,0.389815811576278,0.696672750937896,0.798527938481203
"1655","YeeE/YedE family protein_3","CP080275",1333565,1334635,"-",1071,242.004046248256,0.362108633748395,0.157390144966853,2.30070716196784,0.0214081890027033,0.0544497198360543
