"GeneID" "Chr" "Start" "End" "Strand" "Length"
"1025" "OL67_001045" 1 1075256 1076035 "+" 780
"1026" "OL67_001046" 1 1076126 1078366 "-" 2241
"1027" "OL67_001047" 1 1078370 1078834 "-" 465
"1028" "OL67_001048" 1 1078934 1079515 "+" 582
"1029" "OL67_001049" 1 1079552 1080385 "-" 834
"1030" "OL67_001050" 1 1080538 1081731 "-" 1194
"1031" "OL67_001051" 1 1081831 1082229 "-" 399
"1032" "OL67_001052" 1 1082229 1082981 "-" 753
"1033" "OL67_001053" 1 1083221 1084174 "+" 954
"1034" "OL67_001054" 1 1084462 1084923 "+" 462
"1035" "OL67_001055" 1 1085043 1086632 "+" 1590
"1036" "OL67_001056" 1 1086646 1088079 "+" 1434
"1037" "OL67_001057" 1 1088193 1088567 "+" 375
"1038" "OL67_001058" 1 1088638 1089006 "+" 369
"1039" "OL67_001059" 1 1088999 1089370 "+" 372
"1040" "OL67_001060" 1 1089502 1090782 "+" 1281
"1041" "OL67_001061" 1 1090718 1091791 "-" 1074
"1042" "OL67_001062" 1 1091898 1092017 "+" 120
"1043" "OL67_001063" 1 1092072 1093043 "-" 972
"1044" "OL67_001064" 1 1093036 1094043 "-" 1008
"1045" "OL67_001065" 1 1094193 1095893 "-" 1701
"1046" "OL67_001066" 1 1096222 1098042 "+" 1821
"1047" "OL67_001067" 1 1098047 1099213 "+" 1167
"1048" "OL67_001068" 1 1099439 1100605 "+" 1167
"1049" "OL67_001069" 1 1100616 1101779 "+" 1164
"1050" "OL67_001070" 1 1101871 1103034 "+" 1164
"1051" "OL67_001071" 1 1103132 1104175 "-" 1044
"1052" "OL67_001072" 1 1104189 1105532 "-" 1344
"1053" "OL67_001073" 1 1105534 1106541 "-" 1008
"1054" "OL67_001074" 1 1106644 1107117 "+" 474
"1055" "OL67_001075" 1 1107188 1107928 "-" 741
"1056" "OL67_001076" 1 1107931 1109739 "-" 1809
"1057" "OL67_001077" 1 1109739 1111094 "-" 1356
"1058" "OL67_001078" 1 1111227 1111892 "+" 666
"1059" "OL67_001079" 1 1111956 1113158 "+" 1203
"1060" "OL67_001080" 1 1113166 1113930 "-" 765
"1061" "OL67_001081" 1 1113927 1114523 "-" 597
"1062" "OL67_001082" 1 1114680 1115840 "+" 1161
"1063" "OL67_001083" 1 1115986 1116588 "-" 603
"1064" "OL67_001084" 1 1116753 1118306 "+" 1554
"1065" "OL67_001085" 1 1118383 1119987 "+" 1605
"1066" "OL67_001086" 1 1119997 1121934 "+" 1938
"1067" "OL67_001087" 1 1122039 1122899 "+" 861
"1068" "OL67_001088" 1 1122982 1123764 "+" 783
"1069" "OL67_001089" 1 1124003 1124368 "+" 366
"1070" "OL67_001090" 1 1124359 1124892 "+" 534
"1071" "OL67_001091" 1 1124917 1125522 "+" 606
"1072" "OL67_001092" 1 1125522 1126733 "+" 1212
"1073" "OL67_001093" 1 1126733 1127926 "+" 1194
"1074" "OL67_001094" 1 1127979 1128206 "+" 228
"1075" "OL67_001095" 1 1128213 1129511 "+" 1299
"1076" "OL67_001096" 1 1129530 1129880 "+" 351
"1077" "OL67_001097" 1 1129994 1130398 "+" 405
"1078" "OL67_001098" 1 1130402 1132420 "+" 2019
"1079" "OL67_001099" 1 1132417 1132803 "+" 387
"1080" "OL67_001100" 1 1132810 1133847 "+" 1038
"1081" "OL67_001101" 1 1133851 1134345 "+" 495
"1082" "OL67_001102" 1 1134342 1134761 "+" 420
"1083" "OL67_001103" 1 1134758 1135360 "+" 603
"1084" "OL67_001104" 1 1135365 1135670 "+" 306
"1085" "OL67_001105" 1 1135677 1137791 "+" 2115
"1086" "OL67_001106" 1 1137791 1139338 "+" 1548
"1087" "OL67_001107" 1 1139352 1140791 "+" 1440
"1088" "OL67_001108" 1 1140862 1141611 "+" 750
"1089" "OL67_001109" 1 1141632 1142420 "+" 789
"1090" "OL67_001110" 1 1142410 1144077 "+" 1668
"1091" "OL67_001111" 1 1144272 1144445 "-" 174
"1092" "OL67_001112" 1 1144670 1146217 "-" 1548
"1093" "OL67_001113" 1 1146398 1147363 "-" 966
"1094" "OL67_001114" 1 1147360 1148106 "-" 747
"1095" "OL67_001115" 1 1148144 1149751 "-" 1608
"1096" "OL67_001116" 1 1149839 1150270 "-" 432
"1097" "OL67_001117" 1 1150451 1151467 "-" 1017
"1098" "OL67_001118" 1 1151762 1152541 "+" 780
"1099" "OL67_001119" 1 1152554 1153678 "+" 1125
"1100" "OL67_001120" 1 1153801 1154928 "+" 1128
"1101" "OL67_001121" 1 1154938 1155627 "-" 690
"1102" "OL67_001122" 1 1155702 1156010 "-" 309
"1103" "OL67_001123" 1 1156233 1156451 "+" 219
"1104" "OL67_001124" 1 1156458 1156943 "+" 486
"1105" "OL67_001125" 1 1156940 1157908 "+" 969
"1106" "OL67_001126" 1 1158034 1158489 "+" 456
"1107" "OL67_001127" 1 1158538 1159380 "+" 843
"1108" "OL67_001128" 1 1159488 1160717 "-" 1230
"1109" "OL67_001129" 1 1160855 1161502 "-" 648
"1110" "OL67_001130" 1 1161499 1162281 "-" 783
"1111" "OL67_001131" 1 1162563 1163216 "-" 654
"1112" "OL67_001132" 1 1163330 1163599 "-" 270
"1113" "OL67_001133" 1 1163833 1164375 "-" 543
"1114" "OL67_001134" 1 1164499 1165971 "-" 1473
"1115" "OL67_001135" 1 1166217 1166921 "-" 705
"1116" "OL67_001136" 1 1167475 1168029 "-" 555
"1117" "OL67_001137" 1 1168070 1169434 "-" 1365
"1118" "OL67_001138" 1 1169612 1170058 "-" 447
"1119" "OL67_001139" 1 1170695 1171441 "-" 747
"1120" "OL67_001140" 1 1171438 1172238 "-" 801
"1121" "OL67_001141" 1 1172235 1173272 "-" 1038
"1122" "OL67_001142" 1 1173536 1175056 "-" 1521
"1123" "OL67_001143" 1 1175360 1176040 "-" 681
"1124" "OL67_001144" 1 1176113 1177153 "-" 1041
"1125" "OL67_001145" 1 1177256 1178215 "-" 960
"1126" "OL67_001146" 1 1178431 1179498 "-" 1068
"1127" "OL67_001147" 1 1179702 1180718 "+" 1017
"1128" "OL67_001148" 1 1180734 1181999 "+" 1266
"1129" "OL67_001149" 1 1182123 1183982 "+" 1860
"1130" "OL67_001150" 1 1184073 1185164 "-" 1092
"1131" "OL67_001151" 1 1185417 1186601 "-" 1185
"1132" "OL67_001152" 1 1186655 1186822 "-" 168
"1133" "OL67_001153" 1 1186918 1188366 "-" 1449
"1134" "OL67_001154" 1 1188562 1188939 "+" 378
"1135" "OL67_001155" 1 1188941 1189291 "+" 351
"1136" "OL67_001156" 1 1189288 1189920 "-" 633
"1137" "OL67_001157" 1 1190057 1190896 "-" 840
"1138" "OL67_001158" 1 1191066 1191512 "+" 447
"1139" "OL67_001159" 1 1191632 1192858 "+" 1227
"1140" "OL67_001160" 1 1193111 1193917 "-" 807
"1141" "OL67_001161" 1 1194305 1194541 "+" 237
"1142" "OL67_001162" 1 1194612 1195868 "+" 1257
"1143" "OL67_001163" 1 1195923 1196246 "-" 324
"1144" "OL67_001164" 1 1196346 1197530 "+" 1185
"1145" "OL67_001165" 1 1197643 1197972 "+" 330
"1146" "OL67_001166" 1 1198178 1199923 "+" 1746
"1147" "OL67_001167" 1 1200016 1201398 "+" 1383
"1148" "OL67_001168" 1 1201562 1202566 "+" 1005
"1149" "OL67_001169" 1 1202559 1203350 "+" 792
"1150" "OL67_001170" 1 1203350 1204012 "+" 663
"1151" "OL67_001171" 1 1204094 1204300 "+" 207
"1152" "OL67_001172" 1 1204307 1205425 "-" 1119
"1153" "OL67_001174" 1 1205688 1209092 "-" 3405
"1154" "OL67_001175" 1 1209122 1209424 "-" 303
"1155" "OL67_001176" 1 1209544 1210515 "-" 972
"1156" "OL67_001177" 1 1210531 1211655 "-" 1125
"1157" "OL67_001178" 1 1211695 1211901 "-" 207
"1158" "OL67_001179" 1 1212121 1212666 "-" 546
"1159" "OL67_001180" 1 1212754 1213221 "+" 468
"1160" "OL67_001181" 1 1213312 1214196 "+" 885
"1161" "OL67_001182" 1 1214262 1216049 "+" 1788
"1162" "OL67_001183" 1 1216217 1216771 "-" 555
"1163" "OL67_001184" 1 1216768 1217262 "-" 495
"1164" "OL67_001185" 1 1217431 1218186 "-" 756
"1165" "OL67_001186" 1 1218259 1219281 "-" 1023
"1166" "OL67_001187" 1 1219482 1220738 "-" 1257
"1167" "OL67_001188" 1 1220892 1222058 "+" 1167
"1168" "OL67_001189" 1 1222118 1222549 "-" 432
"1169" "OL67_001190" 1 1222628 1224067 "+" 1440
"1170" "OL67_001191" 1 1224092 1225003 "-" 912
"1171" "OL67_001192" 1 1225052 1225888 "+" 837
"1172" "OL67_001193" 1 1226045 1227430 "-" 1386
"1173" "OL67_001194" 1 1227755 1228168 "+" 414
"1174" "OL67_001195" 1 1228409 1229305 "+" 897
"1175" "OL67_001196" 1 1229480 1230754 "+" 1275
"1176" "OL67_001197" 1 1230819 1231334 "+" 516
"1177" "OL67_001198" 1 1231586 1231843 "+" 258
"1178" "OL67_001199" 1 1232050 1232325 "-" 276
"1179" "OL67_001200" 1 1233029 1233478 "-" 450
"1180" "OL67_001201" 1 1233475 1234002 "-" 528
"1181" "OL67_001202" 1 1233999 1234940 "-" 942
"1182" "OL67_001203" 1 1235109 1236329 "-" 1221
"1183" "OL67_001204" 1 1236500 1237810 "-" 1311
"1184" "OL67_001205" 1 1237925 1239283 "-" 1359
"1185" "OL67_001206" 1 1239283 1239963 "-" 681
"1186" "OL67_001207" 1 1240057 1241376 "-" 1320
"1187" "OL67_001208" 1 1241537 1242343 "-" 807
"1188" "OL67_001209" 1 1242340 1243116 "-" 777
"1189" "OL67_001210" 1 1243335 1244045 "-" 711
"1190" "OL67_001211" 1 1244082 1244861 "-" 780
"1191" "OL67_001212" 1 1245131 1245916 "-" 786
"1192" "OL67_001213" 1 1245913 1246353 "-" 441
"1193" "OL67_001214" 1 1246350 1246901 "-" 552
"1194" "OL67_001215" 1 1246944 1247237 "-" 294
"1195" "OL67_001216" 1 1247513 1250569 "-" 3057
"1196" "OL67_001217" 1 1251002 1251439 "-" 438
"1197" "OL67_001218" 1 1251550 1252701 "+" 1152
"1198" "OL67_001219" 1 1252824 1255121 "+" 2298
"1199" "OL67_001220" 1 1255099 1256286 "+" 1188
"1200" "OL67_001221" 1 1256895 1257434 "+" 540
"1201" "OL67_001222" 1 1257487 1258020 "-" 534
"1202" "OL67_001223" 1 1258120 1258989 "-" 870
"1203" "OL67_001224" 1 1259086 1259991 "+" 906
"1204" "OL67_001225" 1 1260197 1260982 "+" 786
"1205" "OL67_001226" 1 1261076 1261492 "-" 417
"1206" "OL67_001227" 1 1261533 1262321 "-" 789
"1207" "OL67_001228" 1 1262408 1265884 "-" 3477
"1208" "OL67_001229" 1 1266020 1266493 "+" 474
"1209" "OL67_001230" 1 1266563 1267195 "+" 633
"1210" "OL67_001232" 1 1267421 1268401 "+" 981
"1211" "OL67_001233" 1 1268431 1270959 "-" 2529
"1212" "OL67_001234" 1 1271476 1272789 "+" 1314
"1213" "OL67_001235" 1 1273076 1273258 "+" 183
"1214" "OL67_001236" 1 1273288 1274046 "-" 759
"1215" "OL67_001237" 1 1274191 1274556 "+" 366
"1216" "OL67_001238" 1 1274630 1275217 "+" 588
"1217" "OL67_001239" 1 1275310 1275987 "+" 678
"1218" "OL67_001240" 1 1276066 1276350 "+" 285
"1219" "OL67_001241" 1 1276429 1277727 "-" 1299
"1220" "OL67_001242" 1 1277898 1278659 "+" 762
"1221" "OL67_001243" 1 1279018 1280460 "-" 1443
"1222" "OL67_001244" 1 1280605 1282494 "-" 1890
"1223" "OL67_001245" 1 1282807 1285095 "-" 2289
"1224" "OL67_001246" 1 1285247 1286344 "+" 1098
"1225" "OL67_001247" 1 1286484 1286876 "+" 393
"1226" "OL67_001248" 1 1286880 1288190 "+" 1311
"1227" "OL67_001249" 1 1288190 1289410 "+" 1221
"1228" "OL67_001250" 1 1289552 1290184 "+" 633
"1229" "OL67_001251" 1 1290391 1291704 "+" 1314
"1230" "OL67_001252" 1 1291793 1292803 "-" 1011
"1231" "OL67_001253" 1 1292917 1294545 "-" 1629
"1232" "OL67_001254" 1 1294715 1295380 "+" 666
"1233" "OL67_001255" 1 1295545 1296234 "+" 690
"1234" "OL67_001256" 1 1296386 1298587 "-" 2202
"1235" "OL67_001257" 1 1298611 1299822 "-" 1212
"1236" "OL67_001258" 1 1299833 1300471 "-" 639
"1237" "OL67_001259" 1 1300753 1301904 "-" 1152
"1238" "OL67_001260" 1 1301971 1302183 "-" 213
"1239" "OL67_001261" 1 1302320 1304101 "-" 1782
"1240" "OL67_001262" 1 1304182 1304583 "-" 402
"1241" "OL67_001263" 1 1304957 1305334 "-" 378
"1242" "OL67_001264" 1 1305451 1305873 "+" 423
"1243" "OL67_001265" 1 1305870 1306436 "+" 567
"1244" "OL67_001266" 1 1306443 1307774 "+" 1332
"1245" "OL67_001267" 1 1307809 1308150 "-" 342
"1246" "OL67_001268" 1 1308147 1309205 "-" 1059
"1247" "OL67_001269" 1 1309202 1309540 "-" 339
"1248" "OL67_001270" 1 1309693 1311270 "+" 1578
"1249" "OL67_001271" 1 1311370 1311678 "+" 309
"1250" "OL67_001272" 1 1311781 1312272 "-" 492
"1251" "OL67_001273" 1 1312439 1313500 "+" 1062
"1252" "OL67_001274" 1 1313537 1315696 "-" 2160
"1253" "OL67_001275" 1 1315786 1316166 "-" 381
"1254" "OL67_001276" 1 1316176 1316445 "-" 270
"1255" "OL67_001277" 1 1316442 1316939 "-" 498
"1256" "OL67_001278" 1 1316936 1318504 "-" 1569
"1257" "OL67_001279" 1 1318501 1318854 "-" 354
"1258" "OL67_001280" 1 1318857 1321718 "-" 2862
"1259" "OL67_001281" 1 1321983 1322546 "+" 564
"1260" "OL67_001282" 1 1322546 1323418 "+" 873
"1261" "OL67_001283" 1 1323525 1325435 "-" 1911
"1262" "OL67_001284" 1 1325432 1326955 "-" 1524
"1263" "OL67_001285" 1 1326952 1328223 "-" 1272
"1264" "OL67_001286" 1 1328247 1329611 "-" 1365
"1265" "OL67_001287" 1 1329985 1331205 "-" 1221
"1266" "OL67_001288" 1 1331192 1332856 "-" 1665
"1267" "OL67_001289" 1 1332938 1333465 "-" 528
"1268" "OL67_001290" 1 1333565 1334635 "-" 1071
"1269" "OL67_001291" 1 1334724 1335059 "-" 336
"1270" "OL67_001292" 1 1335079 1335546 "-" 468
"1271" "OL67_001293" 1 1335861 1336598 "+" 738
"1272" "OL67_001294" 1 1336648 1337223 "+" 576
"1273" "OL67_001295" 1 1337421 1337897 "+" 477
"1274" "OL67_001296" 1 1337948 1338364 "+" 417
"1275" "OL67_001297" 1 1338415 1338744 "+" 330
"1276" "OL67_001298" 1 1338818 1339669 "+" 852
"1277" "OL67_001299" 1 1339769 1341466 "+" 1698
"1278" "OL67_001300" 1 1341543 1342814 "+" 1272
"1279" "OL67_001301" 1 1342798 1343847 "+" 1050
"1280" "OL67_001302" 1 1344008 1345258 "+" 1251
"1281" "OL67_001303" 1 1345375 1346256 "+" 882
"1282" "OL67_001304" 1 1346292 1347299 "-" 1008
"1283" "OL67_001305" 1 1347575 1348207 "+" 633
"1284" "OL67_001306" 1 1348348 1349616 "+" 1269
"1285" "OL67_001307" 1 1349709 1350068 "+" 360
"1286" "OL67_001308" 1 1350094 1350321 "-" 228
"1287" "OL67_001309" 1 1350422 1350940 "+" 519
"1288" "OL67_001310" 1 1351035 1351487 "+" 453
"1289" "OL67_001311" 1 1351487 1351849 "+" 363
"1290" "OL67_001312" 1 1351813 1352445 "-" 633
"1291" "OL67_001313" 1 1352565 1353917 "-" 1353
"1292" "OL67_001314" 1 1353927 1354430 "-" 504
"1293" "OL67_001315" 1 1354590 1355126 "-" 537
"1294" "OL67_001316" 1 1355184 1355297 "+" 114
"1295" "OL67_001317" 1 1355323 1356078 "-" 756
"1296" "OL67_001318" 1 1356090 1356845 "-" 756
"1297" "OL67_001319" 1 1356858 1358060 "-" 1203
"1298" "OL67_001320" 1 1358065 1359087 "-" 1023
"1299" "OL67_001321" 1 1359240 1360586 "-" 1347
"1300" "OL67_001322" 1 1360819 1362132 "+" 1314
"1301" "OL67_001323" 1 1362232 1362675 "+" 444
"1302" "OL67_001324" 1 1362672 1363007 "+" 336
"1303" "OL67_001325" 1 1363007 1365685 "+" 2679
"1304" "OL67_001326" 1 1365767 1367116 "+" 1350
"1305" "OL67_001327" 1 1367233 1367691 "-" 459
"1306" "OL67_001328" 1 1367703 1368134 "-" 432
"1307" "OL67_001329" 1 1368134 1368562 "-" 429
"1308" "OL67_001330" 1 1368682 1369545 "-" 864
"1309" "OL67_001331" 1 1369880 1370110 "+" 231
"1310" "OL67_001332" 1 1370223 1370444 "-" 222
"1311" "OL67_001333" 1 1370658 1370921 "+" 264
"1312" "OL67_001334" 1 1371096 1371491 "+" 396
"1313" "OL67_001335" 1 1371818 1373152 "+" 1335
"1314" "OL67_001336" 1 1373206 1374510 "+" 1305
"1315" "OL67_001337" 1 1374616 1375302 "-" 687
"1316" "OL67_001338" 1 1375483 1376733 "+" 1251
"1317" "OL67_001339" 1 1376857 1378311 "+" 1455
"1318" "OL67_001340" 1 1378372 1379211 "+" 840
"1319" "OL67_001342" 1 1380231 1380326 "+" 96
"1320" "OL67_001343" 1 1380320 1381165 "+" 846
"1321" "OL67_001344" 1 1381286 1382272 "+" 987
"1322" "OL67_001345" 1 1382409 1382627 "+" 219
"1323" "OL67_001346" 1 1382908 1384170 "+" 1263
"1324" "OL67_001347" 1 1384203 1384703 "-" 501
"1325" "OL67_001348" 1 1384756 1385004 "+" 249
"1326" "OL67_001349" 1 1384905 1385600 "-" 696
"1327" "OL67_001350" 1 1385597 1387558 "-" 1962
"1328" "OL67_001351" 1 1388160 1389176 "+" 1017
"1329" "OL67_001352" 1 1389263 1389913 "+" 651
"1330" "OL67_001353" 1 1389925 1391325 "+" 1401
"1331" "OL67_001354" 1 1391449 1391919 "+" 471
"1332" "OL67_001355" 1 1392106 1392474 "+" 369
"1333" "OL67_001356" 1 1392627 1393304 "+" 678
"1334" "OL67_001357" 1 1393330 1394760 "+" 1431
"1335" "OL67_001358" 1 1394928 1396142 "+" 1215
"1336" "OL67_001360" 1 1396480 1397394 "-" 915
"1337" "OL67_001361" 1 1397479 1398798 "+" 1320
"1338" "OL67_001362" 1 1398820 1399926 "-" 1107
"1339" "OL67_001363" 1 1399935 1400645 "-" 711
"1340" "OL67_001364" 1 1400747 1401901 "+" 1155
"1341" "OL67_001365" 1 1401901 1402791 "+" 891
"1342" "OL67_001366" 1 1402791 1403312 "+" 522
"1343" "OL67_001367" 1 1403371 1403961 "+" 591
"1344" "OL67_001368" 1 1403961 1405436 "+" 1476
"1345" "OL67_001369" 1 1405483 1406541 "+" 1059
"1346" "OL67_001370" 1 1406600 1407106 "-" 507
"1347" "OL67_001371" 1 1407107 1408444 "+" 1338
"1348" "OL67_001372" 1 1408498 1409964 "-" 1467
"1349" "OL67_001373" 1 1409994 1410767 "-" 774
"1350" "OL67_001374" 1 1410764 1411768 "-" 1005
"1351" "OL67_001375" 1 1411780 1412610 "-" 831
"1352" "OL67_001376" 1 1412620 1413486 "-" 867
"1353" "OL67_001377" 1 1413606 1414907 "-" 1302
"1354" "OL67_001378" 1 1415022 1416053 "-" 1032
"1355" "OL67_001380" 1 1416289 1417248 "-" 960
"1356" "OL67_001381" 1 1417371 1418357 "+" 987
"1357" "OL67_001382" 1 1418495 1419541 "+" 1047
"1358" "OL67_001383" 1 1419538 1420134 "+" 597
"1359" "OL67_001384" 1 1420204 1420389 "-" 186
"1360" "OL67_001385" 1 1420619 1421776 "+" 1158
"1361" "OL67_001386" 1 1421871 1422395 "-" 525
"1362" "OL67_001387" 1 1422532 1422945 "+" 414
"1363" "OL67_001388" 1 1422958 1423608 "-" 651
"1364" "OL67_001389" 1 1423764 1424393 "+" 630
"1365" "OL67_001390" 1 1424424 1425146 "-" 723
"1366" "OL67_001391" 1 1425148 1425849 "-" 702
"1367" "OL67_001392" 1 1426071 1427177 "+" 1107
"1368" "OL67_001393" 1 1427254 1428270 "-" 1017
"1369" "OL67_001394" 1 1428361 1430466 "-" 2106
"1370" "OL67_001395" 1 1430592 1430909 "-" 318
"1371" "OL67_001396" 1 1431250 1432011 "+" 762
"1372" "OL67_001397" 1 1432115 1432348 "+" 234
"1373" "OL67_001398" 1 1432345 1433013 "+" 669
"1374" "OL67_001399" 1 1433051 1434820 "+" 1770
"1375" "OL67_001400" 1 1434850 1436187 "+" 1338
"1376" "OL67_001401" 1 1436763 1439687 "+" 2925
"1377" "OL67_001402" 1 1439764 1440189 "+" 426
"1378" "OL67_001403" 1 1440192 1440452 "-" 261
"1379" "OL67_001404" 1 1440519 1441271 "+" 753
"1380" "OL67_001405" 1 1441403 1442731 "+" 1329
"1381" "OL67_001406" 1 1442731 1444161 "+" 1431
"1382" "OL67_001407" 1 1444300 1444518 "-" 219
"1383" "OL67_001408" 1 1444511 1444717 "-" 207
"1384" "OL67_001409" 1 1444717 1446111 "-" 1395
"1385" "OL67_001410" 1 1446327 1446968 "+" 642
"1386" "OL67_001411" 1 1447121 1447597 "-" 477
"1387" "OL67_001412" 1 1447733 1449031 "-" 1299
"1388" "OL67_001413" 1 1449168 1449608 "-" 441
"1389" "OL67_001414" 1 1450188 1451168 "+" 981
"1390" "OL67_001415" 1 1451197 1451904 "+" 708
"1391" "OL67_001416" 1 1451901 1453043 "+" 1143
"1392" "OL67_001417" 1 1453048 1454250 "+" 1203
"1393" "OL67_001418" 1 1454939 1455874 "+" 936
"1394" "OL67_001419" 1 1455900 1456160 "+" 261
"1395" "OL67_001420" 1 1456153 1456833 "+" 681
"1396" "OL67_001421" 1 1456836 1457348 "+" 513
"1397" "OL67_001422" 1 1457350 1458729 "+" 1380
"1398" "OL67_001423" 1 1458719 1459684 "+" 966
"1399" "OL67_001424" 1 1459668 1460594 "+" 927
"1400" "OL67_001425" 1 1460628 1460909 "+" 282
"1401" "OL67_001426" 1 1460913 1463381 "+" 2469
"1402" "OL67_001427" 1 1463378 1464253 "+" 876
"1403" "OL67_001428" 1 1464250 1465263 "+" 1014
"1404" "OL67_001429" 1 1465247 1466848 "+" 1602
"1405" "OL67_001430" 1 1466886 1467149 "+" 264
"1406" "OL67_001431" 1 1467146 1468750 "+" 1605
"1407" "OL67_001432" 1 1468747 1470105 "+" 1359
"1408" "OL67_001433" 1 1470147 1471706 "+" 1560
"1409" "OL67_001434" 1 1471757 1473115 "+" 1359
"1410" "OL67_001435" 1 1473132 1474124 "+" 993
"1411" "OL67_001436" 1 1474135 1475298 "+" 1164
"1412" "OL67_001437" 1 1475308 1476081 "+" 774
"1413" "OL67_001438" 1 1476232 1476822 "+" 591
"1414" "OL67_001439" 1 1477361 1478440 "+" 1080
"1415" "OL67_001441" 1 1478995 1479735 "-" 741
"1416" "OL67_001442" 1 1479909 1480901 "+" 993
"1417" "OL67_001443" 1 1481304 1482941 "+" 1638
"1418" "OL67_001444" 1 1483062 1483445 "-" 384
"1419" "OL67_001445" 1 1483606 1484835 "+" 1230
"1420" "OL67_001446" 1 1484860 1486299 "+" 1440
"1421" "OL67_001447" 1 1486368 1487573 "+" 1206
"1422" "OL67_001448" 1 1487589 1488029 "+" 441
"1423" "OL67_001449" 1 1488059 1489183 "+" 1125
"1424" "OL67_001450" 1 1489280 1490314 "+" 1035
"1425" "OL67_001451" 1 1490311 1492806 "+" 2496
"1426" "OL67_001452" 1 1492803 1493534 "+" 732
"1427" "OL67_001454" 1 1493912 1494973 "+" 1062
"1428" "OL67_001455" 1 1494976 1496280 "+" 1305
"1429" "OL67_001456" 1 1496320 1497762 "+" 1443
"1430" "OL67_001457" 1 1498287 1498877 "+" 591
"1431" "OL67_001458" 1 1498889 1499515 "-" 627
"1432" "OL67_001459" 1 1499761 1502178 "-" 2418
"1433" "OL67_001460" 1 1502365 1503675 "-" 1311
"1434" "OL67_001461" 1 1503785 1504798 "-" 1014
"1435" "OL67_001462" 1 1504832 1506568 "-" 1737
"1436" "OL67_001463" 1 1506558 1506707 "-" 150
"1437" "OL67_001464" 1 1506788 1507378 "+" 591
"1438" "OL67_001465" 1 1507392 1508519 "+" 1128
"1439" "OL67_001466" 1 1508668 1510887 "-" 2220
"1440" "OL67_001467" 1 1511162 1511692 "-" 531
"1441" "OL67_001468" 1 1512036 1512620 "+" 585
"1442" "OL67_001469" 1 1512906 1513280 "+" 375
"1443" "OL67_001470" 1 1513326 1515413 "-" 2088
"1444" "OL67_001471" 1 1515511 1516953 "-" 1443
"1445" "OL67_001472" 1 1516968 1518020 "-" 1053
"1446" "OL67_001473" 1 1518191 1519855 "-" 1665
"1447" "OL67_001474" 1 1520269 1521231 "-" 963
"1448" "OL67_001475" 1 1521385 1522257 "-" 873
"1449" "OL67_001476" 1 1522405 1523154 "+" 750
"1450" "OL67_001477" 1 1523442 1524005 "+" 564
"1451" "OL67_001478" 1 1524015 1524773 "+" 759
"1452" "OL67_001479" 1 1524770 1525561 "+" 792
"1453" "OL67_001480" 1 1525561 1526733 "+" 1173
"1454" "OL67_001481" 1 1526738 1528087 "+" 1350
"1455" "OL67_001482" 1 1528285 1528410 "+" 126
"1456" "OL67_001483" 1 1528536 1530932 "+" 2397
"1457" "OL67_001484" 1 1530938 1531588 "+" 651
"1458" "OL67_001485" 1 1531704 1532168 "+" 465
"1459" "OL67_001486" 1 1532174 1532959 "+" 786
"1460" "OL67_001487" 1 1532964 1533752 "+" 789
"1461" "OL67_001488" 1 1533749 1534912 "+" 1164
"1462" "OL67_001489" 1 1535011 1536156 "-" 1146
"1463" "OL67_001490" 1 1536282 1536584 "+" 303
"1464" "OL67_001491" 1 1536710 1537429 "+" 720
"1465" "OL67_001492" 1 1537568 1539826 "+" 2259
"1466" "OL67_001493" 1 1539823 1541913 "+" 2091
"1467" "OL67_001494" 1 1542105 1542227 "+" 123
"1468" "OL67_001495" 1 1542530 1542982 "-" 453
"1469" "OL67_001496" 1 1543042 1543419 "+" 378
"1470" "OL67_001497" 1 1543476 1544351 "-" 876
"1471" "OL67_001498" 1 1544348 1544962 "-" 615
"1472" "OL67_001499" 1 1544996 1546339 "-" 1344
"1473" "OL67_001500" 1 1546706 1547494 "-" 789
"1474" "OL67_001501" 1 1547623 1548045 "+" 423
"1475" "OL67_001502" 1 1548064 1548954 "-" 891
"1476" "OL67_001503" 1 1549051 1549287 "-" 237
"1477" "OL67_001504" 1 1549392 1550246 "-" 855
"1478" "OL67_001505" 1 1550243 1550764 "-" 522
"1479" "OL67_001506" 1 1550977 1551210 "-" 234
"1480" "OL67_001507" 1 1551302 1552717 "+" 1416
"1481" "OL67_001508" 1 1552812 1553336 "-" 525
"1482" "OL67_001509" 1 1553634 1554092 "+" 459
"1483" "OL67_001510" 1 1554098 1554583 "+" 486
"1484" "OL67_001511" 1 1554695 1555312 "-" 618
"1485" "OL67_001512" 1 1555305 1556174 "-" 870
"1486" "OL67_001513" 1 1556236 1557267 "-" 1032
"1487" "OL67_001514" 1 1557218 1558135 "-" 918
"1488" "OL67_001515" 1 1558244 1559107 "-" 864
"1489" "OL67_001516" 1 1559306 1560412 "-" 1107
"1490" "OL67_001517" 1 1560520 1561422 "-" 903
"1491" "OL67_001518" 1 1561532 1563112 "-" 1581
"1492" "OL67_001519" 1 1563258 1564826 "-" 1569
"1493" "OL67_001520" 1 1565066 1566619 "+" 1554
"1494" "OL67_001521" 1 1566721 1567017 "-" 297
"1495" "OL67_001522" 1 1567257 1568330 "+" 1074
"1496" "OL67_001523" 1 1568445 1568993 "-" 549
"1497" "OL67_001524" 1 1569325 1570338 "+" 1014
"1498" "OL67_001525" 1 1570335 1571477 "+" 1143
